,school,sex,dob,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,nurse_visit,absences,Grades
147,GP,F,7/8/1999,U,GT3,T,3,2,health,services,home,father,1,2,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,7/22/2015 14:59,0,6/7/2000
148,GP,F,9/2/1999,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,5,3/12/2014 14:59,2,10/11/2011
149,GP,M,5/2/1997,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,5/13/2015 14:59,0,7/6/2000
150,GP,M,12/12/1997,U,LE3,A,2,1,services,other,course,mother,4,1,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,9/13/2014 14:59,0,8/9/2010
151,GP,M,4/12/1999,U,LE3,T,1,1,other,other,course,mother,1,1,3,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,5/3/2014 14:59,0,6/5/2000
152,GP,M,3/19/2000,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,4/11/2015 14:59,6,12/13/2014
153,GP,F,2/5/1998,R,GT3,T,3,3,services,services,reputation,other,2,3,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2/18/2015 14:59,8,10/10/2010
154,GP,M,8/13/1997,U,GT3,T,3,2,services,at_home,home,mother,1,1,3,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,12/11/2013 14:59,0,5/0/0
155,GP,F,6/30/1998,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,6/28/2014 14:59,0,11/11/2012
156,GP,M,3/13/2000,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2/4/2014 14:59,2,11/8/2008
157,GP,M,12/30/1996,R,LE3,T,1,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,7/1/2015 14:59,8,16/12/13
158,GP,F,3/19/1999,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,9/8/2014 14:59,6,9/8/2010
159,GP,M,10/16/1999,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,8/8/2015 14:59,2,17/15/15
160,GP,M,12/18/1999,U,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,5/28/2015 14:59,4,10/12/2012
161,GP,M,5/24/1998,R,LE3,T,2,1,at_home,other,course,mother,2,1,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,9/13/2014 14:59,0,7/6/2000
162,GP,M,8/3/1998,R,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,3/10/2015 14:59,6,5/9/2007
163,GP,M,12/21/1997,U,LE3,T,1,2,other,other,course,mother,2,1,1,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,4/20/2014 14:59,0,7/0/0
164,GP,M,6/25/1998,U,GT3,T,1,3,at_home,services,course,father,1,1,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,5/20/2014 14:59,2,10/10/2010
165,GP,M,8/24/1997,R,LE3,T,1,1,other,services,course,mother,4,2,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,11/2/2014 14:59,0,5/8/2007
166,GP,M,8/6/1997,U,GT3,T,3,2,services,services,course,mother,2,1,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,5/1/2014 14:59,16,12/11/2012
167,GP,M,3/1/1997,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,9/10/2014 14:59,4,10/10/2010
168,GP,F,11/2/1996,U,GT3,T,4,2,health,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,9/5/2015 14:59,0,14/15/16
169,GP,F,5/16/2000,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,9/4/2014 14:59,0,6/7/2000
170,GP,F,11/16/1999,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,1/18/2015 14:59,0,14/14/14
171,GP,M,12/15/1999,U,GT3,T,3,4,other,other,course,father,3,1,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,1/4/2015 14:59,0,6/5/2000
172,GP,M,11/17/1997,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,3/7/2014 14:59,2,13/15/16
173,GP,M,1/17/1997,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,3/21/2014 14:59,0,13/11/10
174,GP,F,8/2/1997,U,GT3,T,1,3,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,8/3/2015 14:59,0,8/7/2000
175,GP,F,1/31/1998,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,8/5/2015 14:59,4,10/11/2009
176,GP,M,8/29/2000,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,12/31/2013 14:59,4,10/9/2009
177,GP,F,2/9/2000,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2/15/2015 14:59,2,13/13/11
178,GP,M,12/12/1996,U,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,6/12/2014 14:59,4,6/5/2006
179,GP,M,2/12/1998,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,4/16/2015 14:59,10,10/8/2009
180,GP,M,2/18/2000,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,3/25/2014 14:59,4,10/10/2011
181,GP,M,12/22/1997,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,9/25/2015 14:59,10,9/8/2008
182,GP,M,1/29/1998,U,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,12/13/2014 14:59,2,12/13/2012
183,GP,F,7/30/1999,U,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,12/21/2014 14:59,0,16/17/17
184,GP,F,3/30/1998,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,5/12/2014 14:59,56,9/9/2008
185,GP,F,4/12/1998,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,9/15/2014 14:59,14,12/13/2012
186,GP,M,6/5/2000,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,11/14/2014 14:59,12,12/12/2011
187,GP,M,8/11/1997,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,1/7/2014 14:59,2,11/12/2011
188,GP,M,6/7/1999,U,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,2/11/2014 14:59,0,15/15/15
189,GP,F,7/23/1997,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,11/18/2013 14:59,6,8/7/2009
190,GP,M,3/5/1997,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,7/1/2014 14:59,4,8/9/2010
191,GP,F,1/24/1997,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,7/3/2014 14:59,10,11/12/2013
192,GP,F,8/2/1997,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,1/27/2014 14:59,0,8/8/2009
193,GP,M,4/7/1998,U,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12/4/2013 14:59,12,7/8/2008
194,GP,M,11/16/1996,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,5/2/2014 14:59,8,8/9/2010
195,GP,M,3/31/2000,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,1/11/2015 14:59,0,13/14/14
196,GP,F,8/15/1999,U,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,1/25/2014 14:59,0,14/15/15
197,GP,M,4/12/1999,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,5/4/2014 14:59,4,17/15/16
198,GP,M,4/18/1999,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,9/25/2015 14:59,8,9/9/2010
199,GP,F,5/24/1998,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,9/28/2015 14:59,24,18/18/18
200,GP,F,11/9/1996,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,12/18/2014 14:59,0,9/9/2010
201,GP,F,12/26/1996,U,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,6/25/2015 14:59,2,16/16/16
202,GP,F,12/15/1996,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,8/15/2014 14:59,6,8/10/2010
203,GP,F,2/27/2000,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,11/16/2013 14:59,4,9/9/2010
204,GP,F,8/18/1999,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,2/18/2015 14:59,18,7/6/2006
205,GP,F,12/7/1996,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,9/5/2015 14:59,6,10/10/2011
206,GP,F,1/31/2000,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,2/6/2015 14:59,28,10/9/2009
207,GP,F,3/7/2000,U,GT3,A,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,8/1/2015 14:59,5,7/7/2007
208,GP,F,8/31/1998,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,7/9/2014 14:59,10,11/12/2013
209,GP,F,6/12/1999,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6/18/2015 14:59,6,9/9/2010
210,GP,F,12/8/1997,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,7/1/2015 14:59,6,7/7/2007
211,GP,F,3/28/2000,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,11/9/2014 14:59,10,8/8/2008
212,GP,M,3/14/2000,U,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,8/14/2015 14:59,13,12/12/2013
213,GP,F,5/16/2000,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,8/31/2014 14:59,0,12/13/2014
214,GP,M,2/23/1999,U,GT3,T,2,2,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,2/9/2014 14:59,15,6/7/2008
215,GP,F,4/12/2000,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,5/11/2015 14:59,12,8/10/2010
216,GP,F,5/26/1999,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,1/4/2015 14:59,2,14/15/15
217,GP,F,8/19/1999,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,6/17/2015 14:59,22,6/6/2004
218,GP,M,11/29/1997,U,LE3,T,3,3,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,10/2/2014 14:59,13,6/6/2008
219,GP,F,3/24/1999,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,7/10/2014 14:59,3,7/7/2008
220,GP,F,9/13/1997,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,12/3/2014 14:59,4,9/10/2010
221,GP,F,9/11/1999,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,10/13/2014 14:59,2,6/6/2006
222,GP,F,12/16/1998,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,10/20/2014 14:59,0,6/5/2000
223,GP,F,6/29/1999,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,7/18/2014 14:59,2,16/16/17
224,GP,M,7/18/1999,U,GT3,T,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,8/25/2014 14:59,0,12/13/2013
225,GP,F,3/15/1999,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,8/23/2015 14:59,0,13/13/14
226,GP,F,4/3/1997,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,5/8/2014 14:59,16,9/8/2007
227,GP,F,8/16/1997,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,7/19/2014 14:59,10,16/15/15
228,GP,M,6/28/2000,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,11/2/2014 14:59,2,12/11/2012
229,GP,M,3/24/1999,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,8/28/2014 14:59,14,10/8/2009
230,GP,F,3/22/1999,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,11/30/2013 14:59,10,12/10/2012
231,GP,F,12/29/1999,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,9/6/2014 14:59,14,13/13/14
232,GP,M,6/6/2000,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,5/7/2014 14:59,4,11/11/2011
233,GP,M,9/20/2000,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,12/19/2013 14:59,14,11/9/2009
234,GP,M,6/23/1998,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,4/29/2014 14:59,2,14/13/13
235,GP,M,6/2/1999,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,8/26/2014 14:59,18,9/7/2006
236,GP,M,1/31/2000,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,7/8/2014 14:59,10,11/9/2010
237,GP,M,11/4/1996,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,11/10/2014 14:59,4,14/13/13
238,GP,F,5/22/1998,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,2/3/2015 14:59,20,13/12/12
239,GP,F,2/22/1997,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,3/26/2015 14:59,2,13/11/11
240,GP,M,6/22/1999,U,GT3,T,2,2,other,services,reputation,father,1,2,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,12/20/2014 14:59,0,7/7/2000
241,GP,M,11/9/1999,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,3/6/2015 14:59,14,12/12/2012
242,GP,M,8/11/1999,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,3/2/2015 14:59,2,10/11/2012
243,GP,M,9/4/1999,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,7/4/2014 14:59,0,6/0/0
244,GP,M,3/5/2000,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,9/2/2014 14:59,0,13/12/12
245,GP,F,3/20/1998,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,12/8/2014 14:59,0,7/0/0
246,GP,M,4/19/1998,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,1/26/2014 14:59,6,18/18/18
247,GP,M,6/27/1998,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,9/14/2014 14:59,4,12/12/2013
248,GP,M,10/16/1999,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,5/23/2015 14:59,16,6/8/2008
249,GP,M,1/9/1998,R,LE3,T,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,1/5/2015 14:59,8,3/5/2005
250,GP,M,10/14/1997,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,3/7/2014 14:59,0,13/15/15
251,GP,M,9/1/1999,U,GT3,T,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,7/4/2015 14:59,0,6/8/2008
252,GP,M,3/24/2000,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,7/16/2014 14:59,6,7/10/2010
253,GP,M,7/5/1999,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,5/22/2015 14:59,4,6/9/2008
254,GP,M,7/3/1999,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,8/11/2014 14:59,0,8/9/2008
255,GP,M,6/26/1998,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,6/3/2014 14:59,0,8/12/2012
256,GP,M,11/26/1996,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,10/23/2014 14:59,2,7/9/2008
257,GP,F,9/28/2000,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,12/16/2013 14:59,6,14/12/13
258,GP,M,8/26/1999,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,2/24/2014 14:59,12,11/11/2011
259,GP,M,5/27/1999,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,7/6/2015 14:59,8,15/14/14
260,GP,F,7/14/2000,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,3/15/2015 14:59,0,10/9/2000
261,GP,F,12/31/1996,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,11/8/2013 14:59,21,17/18/18
262,GP,M,12/25/1999,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,7/26/2014 14:59,2,8/8/2008
263,GP,M,2/14/1999,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,4/17/2015 14:59,1,13/12/12
264,GP,F,8/15/1999,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,7/21/2015 14:59,4,10/9/2009
265,GP,F,6/10/1998,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,11/6/2014 14:59,0,9/10/2000
266,GP,M,11/20/1999,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,3/12/2015 14:59,13,17/17/17
267,GP,M,3/2/1998,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,6/25/2014 14:59,2,9/9/2010
268,GP,F,3/12/2000,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8/13/2015 14:59,8,12/10/2011
269,GP,M,11/22/1996,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,12/11/2014 14:59,10,10/9/2010
270,GP,F,10/14/1998,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,6/29/2014 14:59,0,6/0/0
271,GP,F,9/6/1999,U,GT3,T,3,3,other,services,home,other,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,6/11/2015 14:59,15,9/9/2009
272,GP,F,7/7/1998,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,2/5/2014 14:59,4,15/14/14
273,GP,F,9/10/1999,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,9/25/2014 14:59,2,11/11/2011
274,GP,M,1/6/2000,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,11/17/2013 14:59,2,15/14/14
275,GP,F,7/29/1999,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,9/16/2015 14:59,2,10/10/2010
276,GP,F,10/9/1998,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,8/10/2015 14:59,6,12/12/2012
277,GP,F,6/24/1997,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,7/13/2014 14:59,75,10/9/2009
278,GP,M,6/8/1999,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,11/28/2014 14:59,22,9/9/2009
279,GP,F,1/15/1998,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,2/18/2014 14:59,15,9/8/2008
280,GP,M,2/2/1998,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,12/21/2014 14:59,8,10/11/2010
281,GP,M,3/12/1999,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,8/15/2015 14:59,30,8/8/2008
282,GP,M,12/4/1997,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,6/7/2014 14:59,19,11/9/2010
283,GP,F,9/7/1998,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,3/17/2015 14:59,1,12/12/2012
284,GP,F,6/22/1997,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,1/30/2014 14:59,4,8/9/2010
285,GP,F,2/26/1998,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,8/18/2015 14:59,4,10/9/2011
286,GP,M,4/24/2000,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,8/11/2014 14:59,2,12/10/2011
287,GP,F,6/7/1998,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,4/13/2014 14:59,5,18/18/19
288,GP,F,5/22/1999,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,2/24/2014 14:59,6,13/12/12
289,GP,M,4/23/2000,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,4/2/2015 14:59,6,15/14/14
290,GP,M,3/12/1999,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,4/19/2015 14:59,9,15/13/15
291,GP,M,12/12/1998,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,7/12/2014 14:59,11,12/11/2011
292,GP,F,1/19/2000,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,10/4/2014 14:59,0,15/15/15
